car,price,body,mileage,engV,engType,registration,year,model,drive
Fiat,5999,van,260,NA,Other,yes,2004,Scudo Ô‡ÒÒ.,
Mercedes-Benz,5600,sedan,230,2.7,Diesel,no,2005,E-Class,rear
Kia,20633.886,crossover,0,1.7,Diesel,yes,2016,Sportage,front
Nissan,16500,hatch,40,NA,Other,yes,2014,Leaf,front
VAZ,4600,crossover,95,1.7,Petrol,yes,2007,2121,full
Volkswagen,11200,van,178,NA,Diesel,yes,2008,T5 (Transporter) Ô‡ÒÒ.,front
BMW,42000,crossover,33,2,Petrol,yes,2014,X3,full
VAZ,1670,sedan,65,1.5,Petrol,yes,2003,2107,
Renault,11300,van,183,2,Diesel,yes,2011,Trafic „ÛÁ.,front
VAZ,4400,hatch,95,1.6,Petrol,yes,2008,2172,front
VAZ,3800,sedan,158,1.5,Gas,yes,2006,21099,front
VAZ,3600,other,207,1.6,Petrol,yes,2011,2113,front
Renault,4800,sedan,100,1.4,Petrol,yes,2006,Clio,front
Fiat,6999,van,156,1.6,Diesel,yes,2011,Doblo „ÛÁ.,front
Mitsubishi,7600,sedan,180,2,Gas,yes,2008,Lancer X,front
Nissan,19900,crossover,4,1.6,Petrol,yes,2015,Juke,front
Fiat,5400,van,171,2,Diesel,yes,2006,Ducato „ÛÁ.,front
VAZ,3100,sedan,140,1.6,Petrol,yes,2007,2170,front
BMW,9999,sedan,271,3,Diesel,yes,2001,530,rear
Opel,4999,sedan,212,2.2,Gas,yes,2000,Vectra B,front
Land Rover,42000,crossover,86,5,Petrol,yes,2010,Range Rover,full
Fiat,5999,van,250,1.9,Diesel,yes,2007,Doblo „ÛÁ.,front
Subaru,12100,crossover,86,2.5,Petrol,yes,2006,Forester,full
BMW,45500,crossover,76,4.4,Petrol,yes,2010,X6 M,full
Volkswagen,40000,sedan,1,1.4,Petrol,yes,2015,Passat B8,
Audi,10500,vagon,243,2.5,Diesel,yes,2003,A6,full
Renault,8999,vagon,100,1.5,Diesel,yes,2009,Kangoo Ô‡ÒÒ.,front
Renault,9999,vagon,100,1.5,Diesel,yes,2010,Kangoo Ô‡ÒÒ.,front
Mercedes-Benz,7000,other,170,2.2,Petrol,no,2001,CLK 220,rear
Volkswagen,8999,van,125,1.6,Diesel,yes,2011,Caddy „ÛÁ.,front
Mitsubishi,5900,hatch,92,1.6,Petrol,yes,2003,Carisma,front
Renault,11999,van,107,2,Diesel,yes,2013,Trafic „ÛÁ.,
VAZ,10740.795,crossover,0,1.7,Petrol,yes,2016,2121,full
Nissan,6990,hatch,120,1,Petrol,yes,2011,Micra,front
BMW,133000,crossover,7,4.4,Petrol,yes,2015,X5 M,full
VAZ,2800,sedan,155,1.5,Petrol,yes,2005,21099,front
Nissan,8200,sedan,100,1.6,Gas,yes,2012,Almera,front
Mitsubishi,0,van,138,2.4,Petrol,yes,2007,Grandis,front
BMW,0,crossover,0,3,Diesel,yes,2016,X5,full
Renault,11700,vagon,155,1.5,Diesel,yes,2012,Megane,front
Suzuki,7700,crossover,160,2.5,Other,yes,2000,Vitara,full
Hyundai,6200,sedan,114,1.4,Petrol,yes,2008,Accent,front
Hyundai,9100,van,160,2.5,Diesel,yes,2009,H1 „ÛÁ.,rear
Volkswagen,9600,sedan,107,1.6,Gas,yes,2011,Polo,front
BMW,112000,sedan,16,3,Diesel,yes,2015,730,full
BMW,39000,crossover,38,3,Petrol,yes,2009,X6,full
Mazda,8999,sedan,155,2,Petrol,yes,2007,6,front
BMW,39500,crossover,115,4.4,Petrol,yes,2010,X5,full
Mercedes-Benz,27300,crossover,185,3,Diesel,yes,2008,GL 320,full
Opel,10600,vagon,110,1.3,Diesel,yes,2013,Astra J,front
Volkswagen,21500,sedan,1,1.4,Petrol,yes,2015,Jetta,front
Ford,64300,crossover,1,3.5,Petrol,yes,2013,Explorer,full
BMW,6800,sedan,297,2.5,Petrol,yes,2000,525,rear
Lexus,19900,sedan,150,4.6,Petrol,yes,2007,LS 460,rear
Toyota,21500,crossover,135,2,Gas,yes,2007,Land Cruiser Prado,full
Land Rover,22000,crossover,240,4.4,Petrol,yes,2003,Range Rover,full
Mitsubishi,10600,crossover,85,NA,Gas,yes,2006,Outlander,full
Ford,16900,sedan,79,2,Petrol,yes,2012,Mondeo,front
Subaru,10500,crossover,245,2,Gas,yes,2005,Forester,full
Renault,10100,van,164,2,Diesel,yes,2012,Trafic „ÛÁ.,front
Ford,10499,hatch,54,1.4,Petrol,yes,2012,Fiesta,front
Audi,12450,vagon,1,2,Diesel,yes,2008,A4,front
Volkswagen,9700,van,255,2.5,Diesel,yes,2002,T4 (Transporter) Ô‡ÒÒ.,front
Fiat,8950,van,163,1.4,Gas,yes,2012,Doblo „ÛÁ.,front
Ford,56900,other,1,2.3,Petrol,yes,2016,Mustang,rear
Mercedes-Benz,144900,sedan,16,3,Diesel,yes,2014,S 350,full
BMW,24500,sedan,114,NA,Petrol,yes,2005,M5,rear
BMW,30500,crossover,147,3,Diesel,yes,2008,X5,full
Nissan,6500,sedan,383,NA,Other,yes,2008,Almera,
Kia,6300,sedan,138,1.6,Petrol,yes,2006,Cerato,
Lexus,15000,sedan,146,3,Petrol,yes,2006,GS 300,rear
Ford,4500,vagon,245,1.6,Petrol,yes,2003,Focus,front
Volkswagen,4100,van,345,1.9,Diesel,no,2002,Sharan,front
Lexus,19990,crossover,275,4.7,Gas,yes,2004,LX 470,full
VAZ,2800,sedan,198,1.6,Petrol,yes,2002,2110,front
Honda,41000,crossover,0,1.6,Diesel,yes,2016,CR-V,full
BMW,52300,sedan,55,3,Diesel,yes,2013,530,full
Kia,8400,other,112,1.4,Petrol,yes,2008,Pro Ceed,front
Mercedes-Benz,17800,van,145,2.2,Diesel,yes,2010,Vito Ô‡ÒÒ.,rear
Skoda,11500,vagon,148,1.8,Petrol,yes,2010,Octavia A5,front
Mercedes-Benz,5500,other,250,2.2,Diesel,yes,2002,Vito Ô‡ÒÒ.,front
Ford,5600,van,283,1.8,Diesel,yes,2004,Transit Connect Ô‡ÒÒ.,front
Volkswagen,5000,hatch,220,1.4,Petrol,yes,2003,Polo,front
Opel,12400,van,214,2,Diesel,yes,2008,Vivaro Ô‡ÒÒ.,front
Mitsubishi,8100,sedan,113,2,Petrol,yes,2007,Lancer X,front
Nissan,15500,sedan,115,2.5,Gas,yes,2011,Teana,front
Honda,28500,other,56,2.4,Petrol,yes,2014,Accord,front
Nissan,16800,hatch,13,NA,Other,yes,2014,Leaf,front
Renault,11300,vagon,184,1.5,Diesel,yes,2011,Megane,front
Honda,27600,other,58,2.4,Petrol,yes,2015,Accord,front
Skoda,7650,hatch,161,1.2,Petrol,yes,2011,Fabia,front
Tesla,176900,crossover,0,NA,Other,yes,2016,Model X,full
Renault,15635.1,vagon,0,1.5,Diesel,yes,2016,Dokker Ô‡ÒÒ.,front
Renault,6950,van,310,2.5,Diesel,yes,2005,Master Ô‡ÒÒ.,front
Infiniti,28000,crossover,34,3.7,Petrol,yes,2010,EX 37,full
BMW,10600,sedan,1,3,Diesel,yes,2000,530,rear
VAZ,2850,sedan,230,1.6,Petrol,yes,2007,2110,
Lexus,87200,crossover,1,3.5,Petrol,yes,2016,RX 350,full
BMW,8700,sedan,355,3,Diesel,yes,2000,730,rear
Audi,15900,hatch,160,1.4,Petrol,yes,2011,A3,front
Kia,8900,hatch,76,1.6,Petrol,yes,2008,Ceed,front
Hyundai,8960,other,60,1.6,Other,yes,2011,Elantra,front
Mercedes-Benz,185555,other,0,4.7,Petrol,yes,2016,S 500,full
VAZ,5000,vagon,97,1.6,Gas,yes,2011,2171,front
Fiat,7500,vagon,200,1.9,Diesel,yes,2007,Doblo Ô‡ÒÒ.,front
Mitsubishi,10500,crossover,95,3.2,Diesel,no,2008,Pajero Wagon,full
Audi,9700,vagon,189,2.5,Diesel,yes,2003,A6,full
BMW,32000,crossover,108,3,Petrol,yes,2008,X6,full
Renault,20007,sedan,2,1.5,Diesel,yes,2015,Fluence,front
VAZ,4300,sedan,87,1.6,Petrol,yes,2008,2110,front
Lexus,19500,sedan,116,3.5,Other,yes,2007,GS 350,full
Ford,58915,crossover,0,NA,Other,yes,2016,Edge,
Hyundai,16700,crossover,22,2,Petrol,yes,2011,IX35,full
Volkswagen,11500,van,100,2,Diesel,yes,2010,T5 (Transporter) „ÛÁ,front
Land Rover,16700,crossover,240,4.4,Petrol,yes,2005,Discovery,full
Audi,14500,hatch,60,1.2,Petrol,yes,2011,A1,front
Mitsubishi,8260,sedan,65,1.5,Petrol,yes,2011,Lancer,front
Audi,11800,sedan,240,4.2,Gas,yes,2001,S8,full
Renault,15672.15,van,0,1.5,Diesel,yes,2016,Dokker Ô‡ÒÒ.,front
Skoda,6000,sedan,250,1.8,Petrol,yes,2004,Octavia,front
Mercedes-Benz,38000,sedan,42,1.6,Petrol,yes,2014,C-Class,rear
Nissan,8700,sedan,122,NA,Gas,yes,2005,Primera,front
Renault,11999,vagon,188,1.5,Other,yes,2012,Megane,front
Mercedes-Benz,12900,hatch,150,2,Diesel,yes,2008,B 180,front
Lexus,17990,sedan,126,3.5,Petrol,yes,2007,ES 350,front
Jeep,63500,crossover,1,3.6,Petrol,yes,2016,Wrangler,full
Honda,22000,crossover,92,2,Gas,yes,2011,CR-V,full
Audi,95000,other,30,5.2,Petrol,yes,2010,R8,full
Mercedes-Benz,189999,other,0,4.7,Petrol,yes,2016,S 500,full
Mitsubishi,8700,sedan,143,2,Gas,yes,2007,Lancer X,front
Nissan,7000,hatch,96,1.2,Gas,yes,2006,Micra,front
Mercedes-Benz,111999,crossover,0,3,Diesel,yes,2016,GL 350,full
Chevrolet,6500,sedan,160,2,Gas,yes,2005,Evanda,front
Opel,9500,van,152,1.9,Diesel,yes,2004,Vivaro Ô‡ÒÒ.,front
Honda,8900,sedan,205,2.4,Other,yes,2005,Accord,front
BMW,17800,crossover,265,3,Diesel,yes,2005,X5,full
Kia,17700,crossover,93,2,Gas,yes,2012,Sportage,full
Mercedes-Benz,10900,van,360,2.2,Other,yes,2006,Vito Ô‡ÒÒ.,
Subaru,8000,sedan,155,2,Petrol,yes,2006,Impreza,full
Mitsubishi,10999,other,281,3,Gas,yes,2003,Pajero Wagon,full
Renault,6450,van,186,1.5,Diesel,yes,2011,Kangoo „ÛÁ.,front
Kia,16900,sedan,72,2,Petrol,yes,2012,Optima,front
Opel,9500,sedan,126,2.2,Petrol,yes,2007,Vectra C,front
Toyota,23660,crossover,125,3.5,Gas,yes,2013,Highlander,full
Kia,17300,crossover,58,1.7,Diesel,yes,2012,Sportage,front
Opel,11100,other,126,2,Diesel,yes,2011,Vivaro „ÛÁ.,
Volkswagen,8900,van,100,1.4,Gas,yes,2009,Caddy Ô‡ÒÒ.,front
VAZ,3300,hatch,130,1.6,Petrol,yes,2007,1119,front
Volkswagen,18000,sedan,110,2,Diesel,yes,2013,Passat B7,front
BMW,41000,sedan,97,4.4,Petrol,yes,2011,750,full
Hyundai,9700,sedan,12,1.4,Petrol,yes,2011,Accent,
Volkswagen,7750,van,265,1.9,Diesel,yes,2002,T4 (Transporter) Ô‡ÒÒ.,front
Fiat,0,other,201,1.9,Diesel,yes,2006,Doblo Ô‡ÒÒ.,front
Volkswagen,5699,van,258,2.5,Diesel,yes,2001,T4 (Transporter) „ÛÁ,front
VAZ,4000,hatch,86,1.6,Petrol,yes,2012,2114,front
Audi,14300,other,80,4.2,Petrol,yes,2004,A8,full
Skoda,7100,vagon,145,1.4,Petrol,yes,2007,Fabia,front
Mercedes-Benz,12000,other,218,2.2,Diesel,yes,2007,Vito Ô‡ÒÒ.,rear
Mitsubishi,9900,other,200,2.5,Diesel,yes,2007,L 200,full
Volkswagen,11900,sedan,144,1.6,Gas,yes,2009,Jetta,front
Mitsubishi,9500,sedan,136,2,Petrol,yes,2008,Lancer X,front
Hyundai,6000,other,275,NA,Petrol,yes,2002,Coupe,front
Renault,7400,van,120,1.5,Diesel,yes,2012,Kangoo „ÛÁ.,front
Renault,7400,van,156,1.5,Diesel,yes,2012,Kangoo „ÛÁ.,front
VAZ,3850,sedan,140,1.6,Petrol,yes,2008,2170,front
Renault,9100,van,166,2,Diesel,yes,2012,Trafic „ÛÁ.,front
Fiat,7700,van,130,1.4,Gas,yes,2010,Qubo Ô‡ÒÒ.,front
Renault,12500,vagon,150,1.5,Diesel,yes,2011,Kangoo Ô‡ÒÒ.,front
Mercedes-Benz,43500,other,51,3,Diesel,yes,2014,E-Class,rear
Volkswagen,19999,sedan,107,1.8,Petrol,yes,2011,Passat B7,front
Volkswagen,32400,crossover,50,2,Diesel,yes,2014,Tiguan,full
Renault,6600,van,184,1.5,Diesel,yes,2012,Kangoo „ÛÁ.,front
Volkswagen,18200,crossover,179,2.5,Diesel,yes,2007,Touareg,full
Mercedes-Benz,12950,sedan,197,2.7,Diesel,yes,2002,E-Class,rear
Opel,8150,vagon,180,1.3,Diesel,yes,2008,Astra H,front
Volkswagen,8950,sedan,140,1.6,Petrol,yes,2012,Polo,front
Mitsubishi,11100,vagon,132,2.4,Gas,yes,2006,Grandis,front
Chevrolet,5450,hatch,88,1.5,Other,yes,2008,Aveo,front
Honda,5999,crossover,260,2,Gas,yes,2000,CR-V,front
Subaru,0,crossover,114,3,Petrol,yes,2009,Outback,full
BMW,37700,crossover,108,3,Petrol,yes,2011,X3,full
Volkswagen,8950,sedan,133,1.6,Petrol,yes,2012,Polo,front
Toyota,9950,sedan,140,1.4,Petrol,yes,2012,Corolla,front
Renault,11950,vagon,177,1.5,Diesel,yes,2011,Megane,front
VAZ,4350,hatch,115,1.6,Gas,yes,2011,2114,front
Volkswagen,6300,crossover,213,2.5,Diesel,no,2004,Touareg,
Skoda,4700,sedan,215,1.9,Diesel,no,2007,Superb,front
BMW,47777,crossover,142,3,Other,yes,2011,X6,full
Fiat,7000,van,127,1.3,Diesel,yes,2013,Doblo „ÛÁ.,front
Nissan,8700,hatch,77,1.4,Petrol,yes,2011,Note,front
BMW,85555,sedan,10,3,Other,yes,2015,6 Series Gran Coupe,full
Toyota,11400,sedan,118,1.4,Petrol,yes,2010,Corolla,front
Nissan,7900,vagon,133,1.8,Gas,yes,2006,Primera,front
Suzuki,11900,crossover,59,1.6,Petrol,yes,2014,SX4,front
Toyota,9800,other,250,1.8,Petrol,yes,2000,Celica,front
Opel,9550,hatch,67,1.6,Petrol,yes,2012,Astra H,front
Porsche,55555,crossover,75,4.8,Petrol,yes,2011,Cayenne,full
Opel,2754,hatch,297,1,Gas,yes,2000,Corsa,front
Mitsubishi,22900,crossover,69,2.4,Petrol,yes,2014,Outlander XL,full
Mitsubishi,22900,crossover,69,2.4,Petrol,yes,2014,Outlander,full
Mercedes-Benz,11500,van,307,2.2,Diesel,yes,2007,Vito Ô‡ÒÒ.,rear
Skoda,8300,sedan,271,1.8,Petrol,yes,2008,Superb,front
Honda,3500,sedan,100,2.4,Other,no,2007,Accord,front
Aston Martin,125000,sedan,12,6,Petrol,yes,2011,Rapide,rear
Infiniti,26300,crossover,120,NA,Other,yes,2009,FX 35,
Audi,33900,sedan,58,2,Petrol,yes,2014,A5,full
Mercedes-Benz,50800,crossover,30,3.5,Diesel,yes,2013,ML 350,full
Audi,98000,other,12,5.2,Petrol,yes,2012,R8,full
Mercedes-Benz,60000,crossover,140,5.5,Gas,yes,2008,G 55 AMG,full
Lexus,50500,crossover,9,2,Petrol,yes,2016,NX 200,full
Mercedes-Benz,63000,crossover,86,5.5,Petrol,yes,2009,G 55 AMG,full
Skoda,11700,sedan,190,1.8,Gas,yes,2008,Octavia Tour,front
Opel,5600,sedan,170,3.2,Petrol,yes,2002,Omega,rear
Ford,10200,vagon,115,1.6,Petrol,yes,2012,Focus,front
Renault,6299,van,66,1.5,Diesel,yes,2012,Kangoo „ÛÁ.,front
Chevrolet,6200,hatch,70,1.6,Petrol,yes,2009,Lacetti,front
Volkswagen,4000,crossover,137,2.5,Diesel,no,2004,Touareg,
Ford,16000,van,26,1.6,Diesel,yes,2014,Tourneo Connect Ô‡ÒÒ.,front
Kia,3400,sedan,140,1.3,Petrol,yes,2002,Rio,front
BMW,0,sedan,99,4.4,Petrol,yes,2013,Alpina,full
Ford,7099,sedan,182,2,Petrol,yes,2006,Mondeo,front
Toyota,8200,crossover,200,2,Gas,yes,2002,Rav 4,full
VAZ,3300,sedan,170,1.5,Gas,yes,2005,21099,front
Renault,7300,van,125,1.5,Diesel,yes,2012,Kangoo „ÛÁ.,front
Renault,7300,van,154,1.5,Diesel,yes,2012,Kangoo „ÛÁ.,front
Renault,6700,van,102,1.5,Diesel,yes,2012,Kangoo „ÛÁ.,front
VAZ,2700,sedan,135,1.5,Gas,yes,2005,2109,front
Renault,7200,van,101,1.5,Diesel,yes,2012,Kangoo „ÛÁ.,front
Renault,7100,van,171,1.5,Diesel,yes,2013,Kangoo „ÛÁ.,front
Hyundai,17599,crossover,58,2,Petrol,yes,2011,IX35,front
Renault,6700,van,160,1.5,Diesel,yes,2012,Kangoo „ÛÁ.,front
Renault,7150,van,142,1.5,Diesel,yes,2012,Kangoo „ÛÁ.,front
Renault,7800,van,139,1.5,Diesel,yes,2013,Kangoo „ÛÁ.,front
Renault,7200,van,146,1.5,Diesel,yes,2012,Kangoo „ÛÁ.,front
Renault,6700,van,118,1.5,Diesel,yes,2012,Kangoo „ÛÁ.,front
Renault,7200,van,123,1.5,Diesel,yes,2012,Kangoo „ÛÁ.,front
Nissan,8399,sedan,34,1.6,Petrol,yes,2008,TIIDA,front
Skoda,7500,hatch,63,1.2,Petrol,yes,2012,Fabia,front
Opel,10800,van,136,2,Diesel,yes,2012,Vivaro „ÛÁ.,front
Hyundai,7400,hatch,59,1.4,Petrol,yes,2008,Getz,front
Kia,6900,sedan,79,1.4,Other,yes,2010,Rio,front
Volkswagen,7700,van,157,1.9,Diesel,yes,2006,Caddy Ô‡ÒÒ.,
Hyundai,36500,crossover,0,2,Diesel,yes,2016,Tucson,full
Renault,7850,van,187,1.5,Diesel,yes,2010,Kangoo Ô‡ÒÒ.,
Mercedes-Benz,159999,other,0,3,Petrol,yes,2016,S 400,full
Skoda,7000,hatch,89,1.4,Petrol,yes,2010,Fabia,front
Kia,8500,hatch,120,1.6,Diesel,yes,2008,Ceed,front
Porsche,20700,crossover,153,4.8,Petrol,yes,2007,Cayenne,full
Volkswagen,16950,sedan,38,2,Diesel,yes,2014,Jetta,front
Lexus,21900,crossover,160,4.7,Petrol,yes,2004,GX,full
Land Rover,103999,crossover,39,5,Other,yes,2013,Range Rover,full
Opel,5400,vagon,213,1.7,Diesel,yes,2004,Combo Ô‡ÒÒ.,front
VAZ,3800,sedan,98,1.6,Petrol,yes,2006,2110,front
Toyota,29000,vagon,60,2.2,Diesel,yes,2013,Rav 4,full
VAZ,2500,hatch,57,1.5,Petrol,yes,2001,2109,front
Nissan,16700,crossover,79,2,Gas,yes,2012,Qashqai,full
VAZ,3500,sedan,165,1.5,Petrol,yes,2007,2110,front
Nissan,16700,crossover,79,2,Gas,yes,2012,Qashqai+2,full
Mitsubishi,8100,sedan,112,2.4,Petrol,yes,2007,Galant,front
Land Rover,44500,crossover,64,5,Petrol,yes,2011,Range Rover Sport,full
Nissan,25800,crossover,96,1.6,Diesel,yes,2014,Qashqai,front
Honda,40900,crossover,0,1.6,Diesel,yes,2016,CR-V,full
Honda,40900,crossover,0,1.6,Diesel,yes,2016,CR-V,full
Volkswagen,55555,van,53,2,Diesel,yes,2013,Multivan,full
Renault,7700,van,128,1.5,Diesel,yes,2012,Kangoo „ÛÁ.,front
Volkswagen,55555,van,50,2,Diesel,yes,2013,Multivan,full
Volkswagen,55555,van,63,2,Diesel,yes,2013,Multivan,full
Chevrolet,4300,crossover,150,1.7,Petrol,yes,2004,Niva,full
Mercedes-Benz,8800,other,575,2.2,Diesel,yes,2006,Sprinter 313 „ÛÁ.,rear
BMW,47300,crossover,10,2,Diesel,yes,2016,X3,full
VAZ,3600,hatch,62,1.6,Petrol,yes,2008,21093,front
Volkswagen,5000,sedan,81,NA,Other,no,2013,Passat B7,
Audi,12000,sedan,9,NA,Petrol,no,2015,A4,
Mercedes-Benz,7000,sedan,230,2,Gas,yes,2000,E-Class,rear
Mazda,7500,hatch,144,NA,Petrol,yes,2006,3,front
Nissan,17900,crossover,115,2.5,Diesel,yes,2009,Pathfinder,full
Renault,0,van,195,1.5,Diesel,yes,2013,Grand Scenic,front
Renault,10900,vagon,180,1.5,Diesel,yes,2012,Megane,front
Toyota,14900,crossover,124,4,Petrol,yes,2006,Fortuner,full
Hyundai,11999,vagon,55,1.6,Diesel,yes,2012,i30,front
Mitsubishi,2020,other,90,NA,Other,no,2008,L 200,
Audi,18800,crossover,197,4.2,Petrol,yes,2007,Q7,full
Hyundai,5850,crossover,20,2,Diesel,yes,2014,IX35,full
Porsche,20500,crossover,195,3.6,Other,yes,2007,Cayenne,full
Honda,15200,other,90,3.5,Gas,yes,2008,Accord,front
Kia,8400,hatch,94,1.6,Diesel,yes,2007,Ceed,front
Nissan,4000,hatch,18,NA,Other,no,2015,Leaf,
Mercedes-Benz,169000,van,1,3,Diesel,yes,2014,Sprinter 319 Ô‡ÒÒ.,full
Nissan,3800,hatch,21,NA,Other,no,2013,Leaf,
Mazda,13300,crossover,122,2.3,Gas,yes,2010,CX-7,full
Opel,7900,vagon,100,1.3,Diesel,yes,2010,Astra H,front
Ford,8000,sedan,107,1.6,Petrol,yes,2008,Focus,front
VAZ,3650,vagon,118,1.6,Petrol,yes,2006,2111,front
Hyundai,5700,sedan,118,1.4,Petrol,yes,2007,Accent,front
VAZ,3500,sedan,108,1.6,Petrol,yes,2008,2115,front
Kia,8500,sedan,117,2,Diesel,yes,2007,Magentis,front
Ford,10000,hatch,19,1,Petrol,yes,2013,Fiesta,front
Renault,6750,van,155,1.5,Diesel,yes,2012,Kangoo „ÛÁ.,front
BMW,55500,crossover,90,3,Diesel,yes,2013,X5 M,full
Skoda,12555,sedan,116,1.8,Petrol,yes,2009,Superb,
Volkswagen,35999,crossover,84,3,Diesel,yes,2011,Touareg,full
Kia,14777,crossover,119,2.5,Diesel,yes,2009,Sorento,full
BMW,22500,sedan,179,3,Diesel,yes,2007,730,rear
Volkswagen,6250,hatch,170,1.4,Petrol,yes,2001,Golf IV,front
Mitsubishi,18999,crossover,121,3.8,Gas,yes,2008,Pajero Wagon,full
Nissan,12999,crossover,130,2,Petrol,yes,2008,Qashqai,full
Toyota,14200,sedan,31,NA,Petrol,yes,2014,Corolla,
Subaru,13500,hatch,62,2,Petrol,yes,2010,XV,full
Volkswagen,12999,van,160,2,Diesel,yes,2011,T6 (Transporter) Ô‡ÒÒ.,front
Jeep,12500,crossover,152,2.4,Petrol,yes,2008,Patriot,full
Audi,13333,other,178,2,Diesel,yes,2008,A6,front
Skoda,8800,sedan,20,1.6,Petrol,yes,2007,Octavia A5,front
Chevrolet,6300,vagon,138,1.8,Petrol,yes,2009,Lacetti,front
Nissan,20999,crossover,69,1.6,Petrol,yes,2014,Juke Nismo,full
Toyota,13700,sedan,48,1.4,Diesel,yes,2013,Corolla,front
Audi,19500,crossover,186,4.2,Petrol,yes,2006,Q7,full
Mercedes-Benz,4150,other,277,2.2,Diesel,yes,2000,Vito Ô‡ÒÒ.,front
Toyota,12500,sedan,138,3.5,Petrol,yes,2007,Camry,front
Lexus,33700,crossover,82,3.5,Other,yes,2010,RX 450,full
Kia,11500,other,110,2,Petrol,yes,2012,Koup,front
BMW,9900,other,93,2.5,Petrol,yes,2003,Z4,rear
Audi,39800,sedan,180,4.2,Other,yes,2012,A8,full
Mazda,6700,hatch,170,1.6,Petrol,yes,2004,3,front
Acura,38200,sedan,4,2.4,Petrol,yes,2015,TLX,front
BMW,39900,sedan,5,2,Petrol,yes,2016,520,rear
Toyota,12200,sedan,157,2.4,Gas,yes,2009,Camry,front
BMW,115800,crossover,4,3,Diesel,yes,2016,X5 M,full
Audi,7950,vagon,167,2.5,Diesel,yes,2000,A6,full
Honda,18700,sedan,75,2,Gas,yes,2011,Accord,front
Volkswagen,8500,hatch,141,2,Petrol,yes,2000,Beetle,front
Kia,6800,sedan,115,1.4,Gas,yes,2008,Rio,front
Chevrolet,4999,sedan,150,1.6,Gas,yes,2008,Aveo,front
Hyundai,19500,crossover,65,2,Diesel,yes,2011,IX35,full
Toyota,12400,hatch,52,1.4,Other,yes,2012,Prius,front
Honda,11000,hatch,74,1.4,Other,yes,2010,Civic,front
Honda,11000,hatch,74,1.4,Other,yes,2010,Insight,front
Honda,13300,hatch,53,1.4,Other,yes,2012,Insight,front
Opel,19200,hatch,54,1.4,Other,yes,2012,Ampera,front
Toyota,11000,hatch,74,1.4,Other,yes,2010,Prius,front
Toyota,19200,hatch,54,1.4,Other,yes,2012,Prius,front
Chevrolet,19200,hatch,54,1.4,Other,yes,2012,Volt,front
Hyundai,20300,crossover,83,2,Diesel,yes,2011,IX35,full
Honda,12400,hatch,52,1.4,Other,yes,2012,Insight,front
Volkswagen,21000,vagon,58,2,Diesel,yes,2013,Passat B7,front
Skoda,16999,hatch,57,1.8,Petrol,yes,2013,Octavia A7,front
Skoda,16999,sedan,57,1.8,Petrol,yes,2013,Octavia A7,front
Volkswagen,4200,van,210,2,Diesel,no,2004,Touran,front
Mercedes-Benz,32500,crossover,254,3.2,Diesel,yes,2008,GL 320,full
Nissan,4700,sedan,230,3,Petrol,yes,2001,Maxima,front
Renault,9000,vagon,179,1.5,Diesel,yes,2010,Megane,front
Mitsubishi,7699,crossover,254,3,Petrol,yes,2002,Pajero Sport,full
Volkswagen,8900,hatch,90,1.9,Diesel,yes,2009,Golf V,front
Mitsubishi,25999,crossover,86,3.2,Diesel,yes,2011,Pajero Wagon,full
Chevrolet,23200,crossover,64,2.2,Diesel,yes,2013,Captiva,full
Toyota,11750,sedan,93,1.6,Petrol,yes,2013,Corolla,front
Mercedes-Benz,8700,other,260,2.2,Diesel,yes,2003,Sprinter 213 Ô‡ÒÒ.,rear
Kia,11111,sedan,107,2,Gas,yes,2008,Magentis,front
Mercedes-Benz,12900,sedan,255,2.7,Diesel,yes,2003,E-Class,rear
Volkswagen,9700,vagon,130,1.6,Gas,yes,2008,Golf Variant,front
Suzuki,11400,crossover,127,2,Petrol,yes,2008,Grand Vitara,full
Honda,20500,sedan,92,2.4,Petrol,yes,2011,Accord,front
Mazda,6250,hatch,191,2,Petrol,yes,2004,3,front
VAZ,2000,sedan,200,1.5,Petrol,yes,2001,2115,front
Nissan,11600,crossover,236,2,Gas,yes,2007,X-Trail,full
Skoda,11800,sedan,89,1.6,Petrol,yes,2012,Octavia A5,front
Volkswagen,7800,van,226,1.9,Diesel,yes,2005,T5 (Transporter) „ÛÁ,
Chevrolet,5800,crossover,130,1.7,Gas,yes,2005,Niva,full
Audi,29800,crossover,151,3,Diesel,yes,2007,Q7,full
Mercedes-Benz,20500,sedan,193,3.5,Other,yes,2006,CLS 350,rear
Nissan,8800,van,285,1.9,Diesel,yes,2004,Primastar Ô‡ÒÒ.,front
Renault,5950,hatch,200,1.5,Diesel,yes,2005,Megane,front
Opel,5500,other,180,1.3,Diesel,yes,2009,Combo „ÛÁ.,front
Volkswagen,5950,van,213,1.6,Gas,yes,2008,Caddy „ÛÁ.,front
Volkswagen,12000,sedan,73,1.6,Gas,yes,2011,Polo,front
Mazda,8799,sedan,155,2,Gas,yes,2007,6,front
Toyota,8450,sedan,193,1.6,Gas,yes,2007,Corolla,front
VAZ,3650,sedan,137,1.6,Petrol,yes,2008,21099,front
Mazda,2250,van,212,1.8,Petrol,no,2004,Premacy,front
BMW,21700,sedan,259,3,Diesel,yes,2007,730,rear
Mercedes-Benz,33900,other,102,5,Petrol,yes,2008,CL 55 AMG,
Skoda,12300,hatch,39,1.2,Petrol,yes,2014,Rapid,front
